"CustomerID","Item","Comment","Label",""
"682","Kiwi","great quality flavor","1",""
"683","Kiwi","delicious","1",""
"684","Kiwi","perfectly ripe","1",""
"685","Kiwi","fresh tasty","1",""
"686","Kiwi","great value money","1",""
"687","Kiwi","impressed","1",""
"688","Kiwi","good","1",""
"689","Kiwi","sweet , juicy , fresh","1",""
"690","Kiwi","overripe","-1",""
"691","Kiwi","disappointed","-1",""
"692","Kiwi","fresh","-1",""
"693","Kiwi","tasted bad","-1",""
"694","Kiwi","bland","-1",""
"695","Kiwi","good","-1",""
"696","Kiwi","sour","-1",""
"697","Kiwi","sweet enough","-1",""
"698","Kiwi","kiwi underripe","-1",""
"699","Kiwi","enjoyable","-1",""
"700","Kiwi","strange aftertaste","-1",""
"701","Kiwi","kiwi bruised","-1",""
"702","Kiwi","damaged","-1",""
"703","Kiwi","wo n't buy","-1",""
"704","Kiwi","disappointing","-1",""
"705","Kiwi","small","-1",""
"706","Kiwi","juicy","-1",""
"707","Kiwi","kiwi lot brown spot","-1",""
"708","Kiwi","edible","-1",""
"709","Kiwi","expected better quality price","-1",""
"710","Kiwi","almost rotten","-1",""
"711","Kiwi","sweet","-1",""
"712","Kiwi","sweet , sour either","0",""
"713","Kiwi","good enough","0",""
"714","Kiwi","okay","0",""
"715","Kiwi","freshest","0",""
"716","Kiwi","particularly sweet , usable","0",""
"717","Kiwi","average","0",""
"718","Kiwi","okay","0",""
"719","Kiwi","alright","0",""
"720","Kiwi","fine","0",""
"721","Kiwi","open servable","1",""
"722","Kiwi","eat 2 whole kiwi","1",""
"723","Kiwi","better medication","1",""
"724","Kiwi","satisfied","1",""
"725","Kiwi","dramatic effect chronic severe constipation","1",""
"726","Kiwi","green","1",""
"727","Kiwi","sweetest","1",""
"728","Kiwi","kiwi favourite","1",""
"729","Kiwi","affordable","1",""
"730","Kiwi","recommending friend","1",""
"731","Kiwi","perfect snack","1",""
"732","Kiwi","make good morning salad","1",""
"733","Kiwi","kiwi good","1",""
"734","Kiwi","perfect","1",""
"735","Kiwi","fresh","1",""
"736","Kiwi","never disappointed bb","1",""
"737","Kiwi","flavorous","1",""
"738","Kiwi","delicious","1",""
"739","Kiwi","impressed","1",""
"740","Kiwi","regretts","1",""
"741","Kiwi","great value money","1",""
"742","Kiwi","great experience","1",""
"743","Kiwi","quality perfect","1",""
"744","Kiwi","nice","1",""
"745","Kiwi","bad","-1",""
"746","Kiwi","spoiled soon","-1",""
"747","Kiwi","n't last even two day","-1",""
"748","Kiwi","buying","-1",""
"749","Kiwi","eating","-1",""
"750","Kiwi","opinion changed kiwi","-1",""
"751","Kiwi","waste money","-1",""
"752","Kiwi","bad","-1",""
"753","Kiwi","returning","-1",""
"754","Kiwi","sad quality","-1",""
"755","Kiwi","impressed","-1",""
"756","Kiwi","bad","-1",""
"757","Kiwi","disappoined opened","-1",""
"758","Kiwi","wish forget expeience","-1",""
"759","Kiwi","hard","-1",""
"760","Kiwi","bad","-1",""
"761","Kiwi","-1 feeling got real","-1",""
"762","Kiwi","thought would good","-1",""
"763","Kiwi","changed feeling","-1",""
"764","Kiwi","buying bb","-1",""
"765","Kiwi","good , bad","0",""
"766","Kiwi","average","0",""
"767","Kiwi","find outside","0",""
"768","Kiwi","n't expectation , jusr okay","0",""
"769","Kiwi","average taste","0",""
"770","Kiwi","quality bad okay '","0",""
"771","Kiwi","packing fine okay","0",""
"772","Kiwi","adjustbale","0",""
"773","Kiwi","ok feeling","0",""
"774","Kiwi","nothing say","0",""
"775","Kiwi","good","0",""
"776","Kiwi","bright green color tiny seed make kiwi visually appealing .","1",""
"777","Kiwi","love versatile kiwi . ’ great smoothy , salad","1",""
"778","Kiwi","appreciate kiwi easy peel eat . ’ great fruit on-the-go","1",""
"779","Kiwi","delicious also great digestion . love unique texture taste","1",""
"780","Kiwi","bright nutritious","1",""
"781","Kiwi","digestive delight","1",""
"782","Kiwi","convenient tasty","1",""
"783","Kiwi","healthy satisfying","1",""
"784","Kiwi","unique texture","1",""
"785","Kiwi","vibrant color","1",""
"786","Kiwi","addictive flavor","1",""
"787","Kiwi","peeling reward","1",""
"788","Kiwi","never boring","1",""
"789","Kiwi","sorbet favorite","1",""
"790","Kiwi","juicy treat","1",""
"791","Kiwi","taste like heaven","1",""
"792","Kiwi","good taste good healthy every one","1",""
"793","Kiwi","texture quality good","1",""
"794","Kiwi","best platform best fruit","1",""
"795","Kiwi","good taste","1",""
"796","Kiwi","tart","-1",""
"797","Kiwi","strange texture","-1",""
"798","Kiwi","mushy sometimes","-1",""
"799","Kiwi","peeling hassle","-1",""
"800","Kiwi","occasionally sour","-1",""
"801","Kiwi","fuzzy skin","-1",""
"802","Kiwi","expensive fruit","-1",""
"803","Kiwi","weak flavor","-1",""
"804","Kiwi","allergic reaction","-1",""
"805","Kiwi","overpowering tartness","-1",""
"806","Kiwi","messy eat","-1",""
"807","Kiwi","exotic","-1",""
"808","Kiwi","overly sweet","-1",""
"809","Kiwi","disappointing dish","-1",""
"810","Kiwi","annoying seed","-1",""
"811","Kiwi","dry texture","-1",""
"812","Kiwi","odd aftertaste","-1",""
"813","Kiwi","forgettable flavor","-1",""
"814","Kiwi","mushy texture","-1",""
"815","Kiwi","peeling trouble","-1",""
"816","Kiwi","average","-1",""
"817","Kiwi","okay fruit","0",""
"818","Kiwi","decent taste","0",""
"819","Kiwi","nothing special","0",""
"820","Kiwi","mediocre option","0",""
"821","Kiwi","fine unexciting","0",""
"822","Kiwi","unique unremarkable","0",""
"823","Kiwi","occasionally eaten","0",""
"824","Kiwi","memorable","0",""
"825","Kiwi","plain fruit","0",""
"826","Kiwi","kiwi incredibly sweet juicy .","1",""
"827","Kiwi","loved kiwi ! ripe , flavorful , wonderful texture .","1",""
"828","Kiwi","kiwi amazing . super fresh delightful tropical taste .","1",""
"829","Kiwi","excellent kiwi . juicy sweet right amount tanginess .","1",""
"830","Kiwi","kiwi overripe mushy . n't taste fresh","-1",""
"831","Kiwi","happy kiwi . sour lacked sweetness","-1",""
"832","Kiwi","kiwi good . stringy taste .","-1",""
"833","Kiwi","poor quality kiwi . underripe hard eat . enjoyable .","-1",""
"834","Kiwi","kiwi okay . decent flavor n't sweet hoped .","0",""
"835","Kiwi","average kiwi . juicy , taste quite mild .","0",""
"836","Kiwi","kiwi received great condition","1",""
"837","Kiwi","fresh tasted good","1",""
"838","Kiwi","good size","1",""
"839","Kiwi","remained fresh week without keep refrigerator","1",""
"840","Kiwi","would buy .","1",""
"841","Kiwi","fresh one","1",""
"842","Kiwi","fresh juicy .","1",""
"843","Kiwi","incredibly juicy sweet","1",""
"844","Kiwi","perfect","1",""
"845","Kiwi","quality checked","1",""
"846","Kiwi","best kiwi","1",""
"847","Kiwi","great quality flavor","1",""
"848","Kiwi","delicious","1",""
"849","Kiwi","perfectly ripe","1",""
"850","Kiwi","fresh tasty","1",""
"851","Kiwi","great value money","1",""
"852","Kiwi","impressed","1",""
"853","Kiwi","tasty kiwi","1",""
"854","Kiwi","sweet , juicy , fresh","1",""
"855","Kiwi","overripe","-1",""
"856","Kiwi","continuously second time","-1",""
"857","Kiwi","better buy outside shop","-1",""
"858","Kiwi","tasted bad","-1",""
"859","Kiwi","bland","-1",""
"860","Kiwi","good","-1",""
"861","Kiwi","don.t give eat","-1",""
"862","Kiwi","sweet enough","-1",""
"863","Kiwi","kiwi underripe","-1",""
"864","Kiwi","enjoyable","-1",""
"865","Kiwi","strange aftertaste","-1",""
"866","Kiwi","kiwi bruised","-1",""
"867","Kiwi","give rotten , tasteless item","-1",""
"868","Kiwi","wo n't buy","-1",""
"869","Kiwi","poor","-1",""
"870","Kiwi","small","-1",""
"871","Kiwi","juicy","-1",""
"872","Kiwi","kiwi lot brown spot","-1",""
"873","Kiwi","edible","-1",""
"874","Kiwi","expected better quality price","-1",""
"875","Kiwi","good","-1",""
"876","Kiwi","sweet","-1",""
"877","Kiwi","sweet , sour either","0",""
"878","Kiwi","good enough","0",""
"879","Kiwi","eaten","0",""
"880","Kiwi","freshest","0",""
"881","Kiwi","particularly sweet , usable","0",""
"882","Kiwi","average","0",""
"883","Kiwi","okay","0",""
"884","Kiwi","alright","0",""
"885","Kiwi","open servable","0",""
"886","Kiwi","eat 2 whole kiwi","1",""
"887","Kiwi","better medication","1",""
"888","Kiwi","satisfied","1",""
"889","Kiwi","dramatic effect chronic severe constipation","1",""
"890","Kiwi","great snack","1",""
"891","Mango","mango received great condition","1",""
"892","Mango","fresh tasted good","1",""
"893","Mango","nice quality !","1",""
"894","Mango","fresh sour ...","1",""
"895","Mango","sure species/type mango indeed raw & fresh","0",""
"896","Mango","got mango amazon good price","1",""
"897","Mango","good mango raw good taste chilli powder","1",""
"898","Mango","tasty , yummy , fresh , selected raw mango","1",""
"899","Mango","mango good ... served purpose","1",""
"900","Mango","product meet expectation","1",""
"901","Mango","good","1",""
"902","Mango","mango fresh good quality . recommended .","1",""
"903","Mango","good quality fresh","1",""
"904","Mango","fresh","1",""
"905","Mango","value money","1",""
"906","Mango","raw mango excellent flavour delivered excellent condition","1",""
"907","Mango","freshness metropolitan city","1",""
"908","Mango","good . actually raw mango semi-riped get many time .","1",""
"909","Mango","domestic consumption v","1",""
"910","Mango","2.5 kg mango 1 kg raw .","0",""
"911","Mango","little sweet taste , raw arrived .","0",""
"912","Mango","last three time ordered raw mango came semi ripe","0",""
"913","Mango","raw mango ok .","0",""
"914","Mango","bought raw mango ripe .","0",""
"915","Mango","comment","0",""
"916","Mango","came neither fully raw fully ripe","0",""
"917","Mango","small soft proper state weast money please send","-1",""
"918","Mango","raw mango n't even raw","-1",""
"919","Mango","already sweet even though skin green .","-1",""
"920","Mango","mango raw & spoil .","-1",""
"921","Mango","mango small already ripe","-1",""
"922","Mango","worst ever experience , smelky rotten mango .","-1",""
"923","Mango","raw mango riped","-1",""
"924","Mango","n't raw mango angle ..","-1",""
"925","Mango","green colour fully ripe ...","-1",""
"926","Mango","waste","-1",""
"927","Mango","old stock supplied","-1",""
"928","Mango","quality check despatch","-1",""
"929","Mango","worm mark mango","-1",""
"930","Mango","found damaged","-1",""
"931","Mango","useless fresh pickle .","-1",""
"932","Mango","useful . stale","-1",""
"933","Mango","could use purpose ordered","-1",""
"934","Mango","delivered really bad quality","-1",""
"935","Mango","mango raw","-1",""
"936","Mango","rest perfect ...","0",""
"937","Mango",".it refunded","0",""
"938","Mango","size small seems old stuff","0",""
"939","Mango","like half ripe","0",""
"940","Mango","slightly pointy raw mango .","0",""
"941","Mango","well one , delicious","1",""
"942","Mango","truly sooper mango !","1",""
"943","Mango","yummy , tasty !","1",""
"944","Mango","perfect blend sweet , color taste","1",""
"945","Mango","awesome tasty mango","1",""
"946","Mango","amazing taste !","1",""
"947","Mango","packing good","1",""
"948","Mango","smell divine","1",""
"949","Mango","mango ice cream next menu","1",""
"950","Mango","organic apple","1",""
"951","Mango","great quality","1",""
"952","Mango","fresh tasted good","1",""
"953","Mango","great taste","1",""
"954","Mango","great taste","1",""
"955","Mango","look like banginapalli","1",""
"956","Mango","mango yellow","1",""
"957","Mango","sugorous","1",""
"958","Mango","sweet","1",""
"959","Mango","quality super","0",""
"960","Mango","yellow","1",""
"961","Mango","great ripe","1",""
"962","Mango","great snack evening","1",""
"963","Mango","met thread","1",""
"964","Mango","great","1",""
"965","Mango","hygiene","1",""
"966","Mango","mango fresh good quality . recommended .","1",""
"967","Mango","good quality fresh","1",""
"968","Mango","healthy","1",""
"969","Mango","high sweet","1",""
"970","Mango","recommended","1",""
"971","Mango","didnt expect good","1",""
"972","Mango","really liked","1",""
"973","Mango","fabulous","1",""
"974","Mango","half good , half are'nt","0",""
"975","Mango","taste ok","0",""
"976","Mango","partially riped","0",""
"977","Mango","riped","0",""
"978","Mango","fine ,","0",""
"979","Mango","god","0",""
"980","Mango","bought raw mango ripe .","0",""
"981","Mango","nothing say","0",""
"982","Mango","hard , soft","0",""
"983","Mango","money wasted","-1",""
"984","Mango","straight dustbin","-1",""
"985","Mango","got delivered rotten one ! !","-1",""
"986","Mango","really bad","-1",""
"987","Mango","swollen one","-1",""
"988","Mango","thought brought garbage","-1",""
"989","Mango","disgusting odour","-1",""
"990","Mango","spoiled one 's","-1",""
"991","Mango","bad experience","-1",""
"992","Mango","soft","-1",""
"993","Mango","edible","-1",""
"994","Mango","raw","-1",""
"995","Mango","outside rotten","-1",""
"996","Mango","packing bad","-1",""
"997","Mango","quality check delivery","-1",""
"998","Mango","dusty","-1",""
"999","Mango","damaged","-1",""
"1000","Mango","buying","-1",""
"1001","Mango","suitable eating","-1",""
"1002","Mango","ca n't eat","-1",""
"1003","Mango","throwed","-1",""
"1004","Mango","great quality","-1",""
"1005","Mango","old good","-1",""
"1006","Mango","concern","0",""
"1007","Mango","size ok","0",""
"1008","Mango","eatable , that.s","0",""
"1009","Mango","half ripe , half raw","0",""
"1010","Mango","slightly good","0",""
"1011","Mango","super sweet juicy .","1",""
"1012","Mango","koved enjoyed every bite","1",""
"1013","Mango","fresh sweet","1",""
"1014","Mango","amazing quality , sweet .","1",""
"1015","Mango","exceeded expectation","1",""
"1016","Mango","kid loved !","1",""
"1017","Mango","mango fresh delicious .","1",""
"1018","Mango","flavorful tasty , really enjoyed .","1",""
"1019","Mango","incredibly fresh juicy .","1",""
"1020","Mango","amazing quality , sweet juicy .","1",""
"1021","Mango","perfectly ripe mango , wanted .","1",""
"1022","Mango","best mango ever !","1",""
"1023","Mango","good","1",""
"1024","Mango","flavorful tasty .","1",""
"1025","Mango","good","1",""
"1026","Mango","super fresh good","1",""
"1027","Mango","taste good","1",""
"1028","Mango","amazing quality consists tasty","1",""
"1029","Mango","taste fantastic tastyyyyyyyy","1",""
"1030","Mango","premium quality mango feel fresh eating","1",""
"1031","Mango","average mango , sweet , others .","-1",""
"1032","Mango","fine , nothing special .","-1",""
"1033","Mango","fresh sweet .","-1",""
"1034","Mango","bad","-1",""
"1035","Mango","good experience","-1",""
"1036","Mango","bad taste","-1",""
"1037","Mango","taste good also upto mark","-1",""
"1038","Mango","overripe spoiled quickly .","-1",""
"1039","Mango","terrible taste , could n't eat .","-1",""
"1040","Mango","waste money , bad .","-1",""
"1041","Mango","small ripe , disappointed .","-1",""
"1042","Mango","good , unsatisfied .","-1",""
"1043","Mango","sweetness , bland .","-1",""
"1044","Mango","spoiled fast , really disappointing .","-1",""
"1045","Mango","bland taste , worth .","-1",""
"1046","Mango","overpriced poor quality .","-1",""
"1047","Mango","really disappointing , expected better .","-1",""
"1048","Mango","wo n't buy mango , bad .","-1",""
"1049","Mango","sour","-1",""
"1050","Mango","taste bad","-1",""
"1051","Mango","mango okay , best .","0",""
"1052","Mango","average mango , sweet , others .","0",""
"1053","Mango","fine , nothing special .","0",""
"1054","Mango","decent mango , consistent .","0",""
"1055","Mango","fresh sweet .","0",""
"1056","Mango","mango alright , okay .","0",""
"1057","Mango","bad , great either .","0",""
"1058","Mango","pretty average mango .","0",""
"1059","Mango","good , bland","0",""
"1060","Mango","fair quality , expected better .","0",""
"1061","Mango","plum","1",""
"1062","Mango","nice dessert replacement","1",""
"1063","Mango","nutritious","1",""
"1064","Mango","yellow","1",""
"1065","Mango","n't know","0",""
"1066","Mango","got mango feshindia good price","1",""
"1067","Mango","nice","1",""
"1068","Mango","nice outer skin","1",""
"1069","Mango","superr","1",""
"1070","Mango","satisfied","1",""
"1071","Mango","great snack evening","1",""
"1072","Mango","buy .","1",""
"1073","Mango","like eat plain","1",""
"1074","Mango","met thread","1",""
"1075","Mango","fabulous","1",""
"1076","Mango","didnt expect good","1",""
"1077","Mango","pulpy juice","1",""
"1078","Mango","good condition","1",""
"1079","Mango","domestic consumption","1",""
"1080","Mango","arrived speedily","0",""
"1081","Mango","sweet taste","0",""
"1082","Mango","correctly riped","0",""
"1083","Mango","satisfied","0",""
"1084","Mango","'s okay","0",""
"1085","Mango","expensive","0",""
"1086","Mango","nothing say","0",""
"1087","Mango","soft outer shell","-1",""
"1088","Mango","raw mango","-1",""
"1089","Mango","thought brought garbage","-1",""
"1090","Mango","spoiled .","-1",""
"1091","Mango","somewhat small","-1",""
"1092","Mango","bad","-1",""
"1093","Mango","spoiled one 's","-1",""
"1094","Mango","ordered","-1",""
"1095","Mango","expected something else","-1",""
"1096","Mango","partially black inside","-1",""
"1097","Mango","dusty","-1",""
"1098","Mango","quality ensured","-1",""
"1099","Mango","worm infested","-1",""
"1100","Mango","ca n't eat","-1",""
"1101","Mango","purpose served","-1",""
"1102","Mango","wrote complaint","-1",""
"1103","Mango","use","-1",""
"1104","Mango","good","-1",""
"1105","Mango","spoiled one 's","-1",""
"1106","Mango","okay","0",""
"1107","Mango","size ok","0",""
"1108","Mango","concern","0",""
"1109","Mango","satisfied","0",""
"1110","Mango","quality okay","0",""
"1111","Mango","perfect blend sweet , color taste","1",""
"1112","Mango","well one , delicious","1",""
"1113","Mango","truly sooper mango !","1",""
"1114","Mango","yummy , tasty !","1",""
"1115","Mango","packing good","1",""
"1116","Mango","awesome tasty mango","1",""
"1117","Mango","amazing taste !","1",""
"1118","Mango","mango ice cream next menu","1",""
"1119","Mango","smell divine","1",""
"1120","Mango","organic","1",""
"1121","Mango","mango absolutely delicious ! incredibly sweet juicy .","1",""
"1122","Mango","excellent mango ! ripe , sweet , fantastic aroma .","1",""
"1123","Mango","one best mango 've ever . super juicy","1",""
"1124","Mango","loved mango ! sweet , juicy , wonderful texture","1",""
"1125","Mango","disappointed mango . overripe mushy","-1",""
"1126","Mango","mango sour sweet . also stringy","-1",""
"1127","Mango","mango underwhelming . lacked flavor sweetness .","-1",""
"1128","Mango","poor quality mango . underripe tasted bland .","-1",""
"1129","Mango","mango fine . decent flavor n't sweet expected .","0",""
"1130","Mango","average mango . ripe juicy , taste quite mild .","0",""
"1131","Orange","fresh fruit good prepare jam rind .","1",""
"1132","Orange","fruit fresh good quality","1",""
"1133","Orange","tasty","1",""
"1134","Orange","good product","1",""
"1135","Orange","fresh orange","1",""
"1136","Orange","loved taste .","1",""
"1137","Orange","sweet fresh thank amazon .","1",""
"1138","Orange","amazon fresh really provides good quality fruit","1",""
"1139","Orange","good","1",""
"1140","Orange","ordered 4 time","1",""
"1141","Orange","every time received fresh , juicy , tangy orange .","1",""
"1142","Orange","actually malta normal oranges…","1",""
"1143","Orange","received fresh orange","1",""
"1144","Orange","good costly","1",""
"1145","Orange","nice taste good quality .","1",""
"1146","Orange","nice juicy - also tasty","1",""
"1147","Orange","excellent","1",""
"1148","Orange","yummy","1",""
"1149","Orange","love orange n lime juice taste pure orange","1",""
"1150","Orange","great , sweet & juicy , loved","1",""
"1151","Orange","good quality","1",""
"1152","Orange","comment","0",""
"1153","Orange","quality ok sour","0",""
"1154","Orange","ok","0",""
"1155","Orange","taste special","0",""
"1156","Orange","worth price sold .","0",""
"1157","Orange","good","0",""
"1158","Orange","quality ok","0",""
"1159","Orange","average quality","0",""
"1160","Orange","look wise good","0",""
"1161","Orange","everything ok","0",""
"1162","Orange","imported orange seems quality taken back seat","-1",""
"1163","Orange","spoiled soon","-1",""
"1164","Orange","nothing mosambi orange yellow peel","-1",""
"1165","Orange","sessional fruit","-1",""
"1166","Orange","orange fresh hard peel","-1",""
"1167","Orange","sour . extremely disappointed","-1",""
"1168","Orange","sweet","-1",""
"1169","Orange","otherwise product good quality","-1",""
"1170","Orange","n't even look taste like orange","-1",""
"1171","Orange","skin thick n't even taste like orange","-1",""
"1172","Orange","generally bad old two rotten","-1",""
"1173","Orange","fresh actually orange n't bother buying .","-1",""
"1174","Orange","dry almost juice . waste money . fancy name !","-1",""
"1175","Orange","better order desi orange","-1",""
"1176","Orange","overripe sure .","0",""
"1177","Orange","quality ok","0",""
"1178","Orange","ok","0",""
"1179","Orange","fresh","0",""
"1180","Orange","good…","0",""
"1181","Orange","enjoyed","1",""
"1182","Orange","fruit came box crushed","1",""
"1183","Orange","loved .","1",""
"1184","Orange","sent friend wv birthday gift","1",""
"1185","Orange","honestly , enjoy","1",""
"1186","Orange","great pleasure","1",""
"1187","Orange","order arrived ...","1",""
"1188","Orange","ups door ...","1",""
"1189","Orange","excellent service .","1",""
"1190","Orange","frill , padding , orange looked great","1",""
"1191","Orange","orange good","1",""
"1192","Orange","smell great","1",""
"1193","Orange","made juice","1",""
"1194","Orange","soft fresh","1",""
"1195","Orange","amazing","1",""
"1196","Orange","colour bright","1",""
"1197","Orange","soft easy eatable","1",""
"1198","Orange","good product","1",""
"1199","Orange","fresh one","1",""
"1200","Orange","fresh","1",""
"1201","Orange","great ! !","1",""
"1202","Orange","always deliver good","1",""
"1203","Orange","bb great","1",""
"1204","Orange","rate cheap","1",""
"1205","Orange","quality fire ! !","1",""
"1206","Orange","thought would bad , changed minf","1",""
"1207","Orange","super","1",""
"1208","Orange","good costly","1",""
"1209","Orange","friend liked","1",""
"1210","Orange","n't expect good","1",""
"1211","Orange","yummy yummy","1",""
"1212","Orange","great snack evening","1",""
"1213","Orange","pure class ! !","1",""
"1214","Orange","fabulous","1",""
"1215","Orange","goody","1",""
"1216","Orange","ok","0",""
"1217","Orange","specail","0",""
"1218","Orange","vendor one","0",""
"1219","Orange","n't find difference","0",""
"1220","Orange","nto worth , fine","0",""
"1221","Orange","ok-ist quality","0",""
"1222","Orange","average quality","0",""
"1223","Orange","look ok","0",""
"1224","Orange","bad","0",""
"1225","Orange","everything ok","0",""
"1226","Orange","normal orange","0",""
"1227","Orange","worry","0",""
"1228","Orange","n't reach expectation","-1",""
"1229","Orange","spoiled soon","-1",""
"1230","Orange","kind scam","-1",""
"1231","Orange","hard","-1",""
"1232","Orange","did'nt digest well","-1",""
"1233","Orange","juicy , bad","-1",""
"1234","Orange","bad","-1",""
"1235","Orange","peel rotten","-1",""
"1236","Orange","hard","-1",""
"1237","Orange","worst ! ! !","-1",""
"1238","Orange","sweet","-1",""
"1239","Orange","citrus fruit n't way","-1",""
"1240","Orange","thought ordered something else","-1",""
"1241","Orange","rotten","-1",""
"1242","Orange","buying","-1",""
"1243","Orange","hard rock","-1",""
"1244","Orange","waste money","-1",""
"1245","Orange","worst experience","-1",""
"1246","Orange","overripe sure .","0",""
"1247","Orange","quality ok","0",""
"1248","Orange","ok","0",""
"1249","Orange","fresh","0",""
"1250","Orange","good…","0",""
"1251","Orange","taste good amazing","1",""
"1252","Orange","highly recommend try sure","1",""
"1253","Orange","try sure highly rceommended","1",""
"1254","Orange","taste amazing ever tasted","1",""
"1255","Orange","good taste amazing","1",""
"1256","Orange","amazing zing zing taste heaven","1",""
"1257","Orange","unique taste good","1",""
"1258","Orange","highly recommended try platform","1",""
"1259","Orange","good must try fruit","1",""
"1260","Orange","super super","1",""
"1261","Orange","fabulous","1",""
"1262","Orange","nothing bad super","1",""
"1263","Orange","must try","1",""
"1264","Orange","super fruit amazing taste","1",""
"1265","Orange","supe quality taste good","1",""
"1266","Orange","taste like beautiful","1",""
"1267","Orange","taste best tasted","1",""
"1268","Orange","super good","1",""
"1269","Orange","must try healthy child","1",""
"1270","Orange","health problem come jsut healthy","1",""
"1271","Orange","taste average haighly recommonded","0",""
"1272","Orange","ok ok taste nothing much special","0",""
"1273","Orange","bad good","0",""
"1274","Orange","worste ok ok","0",""
"1275","Orange","nothing much special taste similar like platform","0",""
"1276","Orange","try nothing much special","0",""
"1277","Orange","ok ok much taste","0",""
"1278","Orange","taste average","0",""
"1279","Orange","try nothing much special taste","0",""
"1280","Orange","taste","0",""
"1281","Orange","bad impressed","-1",""
"1282","Orange","spouiled 2 dayts worst experience","-1",""
"1283","Orange","taste bad","-1",""
"1284","Orange","dont buy wsate","-1",""
"1285","Orange","waste","-1",""
"1286","Orange","go buy outside dont buy","-1",""
"1287","Orange","bad spoiled quilcly","-1",""
"1288","Orange","spoiled quickly","-1",""
"1289","Orange","go outside adn buy dont buy","-1",""
"1290","Orange","dont buy outstide get fresh","-1",""
"1291","Orange","buy outside dont experience","-1",""
"1292","Orange","eat good health","-1",""
"1293","Orange","dont eat eat heal get spoiled","-1",""
"1294","Orange","health friendly","-1",""
"1295","Orange","experiencing last two time tate worst","-1",""
"1296","Orange","tate bad dont eat","-1",""
"1297","Orange","dont order","-1",""
"1298","Orange","health get spoiled","-1",""
"1299","Orange","dont taste","-1",""
"1300","Orange","worst taste ever","-1",""
"1301","Orange","orange incredibly sweet juicy .","1",""
"1302","Orange","loved orange ! ripe , flavorful , wonderful aroma","1",""
"1303","Orange","orange amazing . fresh , sweet , delicious .","1",""
"1304","Orange","excellent orange . juicy bursting flavor .","1",""
"1305","Orange","happy orange . dry lacked flavor .","-1",""
"1306","Orange","orange sour lacked sweetness .","-1",""
"1307","Orange","orange dry lacked flavor . n't taste fresh .","-1",""
"1308","Orange","poor quality orange . many bruised taste .","-1",""
"1309","Orange","orange fresh juicy , flavor bit bland .","0",""
"1310","Orange","average orange . neither sweet sour .","0",""
"1311","Orange","fresh fruit good prepare jam rind .","1",""
"1312","Orange","fruit fresh good quality","1",""
"1313","Orange","pulpy juice","1",""
"1314","Orange","good juice","1",""
"1315","Orange","seasonal fruit","1",""
"1316","Orange","loved taste .","1",""
"1317","Orange","sweet fresh thank freshindia .","1",""
"1318","Orange","freshindia really provides good quality fruit","1",""
"1319","Orange","got discounted price","1",""
"1320","Orange","ordered 4 time","1",""
"1321","Orange","every time received fresh , juicy , tangy orange .","1",""
"1322","Orange","actually malta normal oranges…","1",""
"1323","Orange","received fresh orange","1",""
"1324","Orange","big fruit","1",""
"1325","Orange","nice taste good quality .","1",""
"1326","Orange","nice juicy - also tasty","1",""
"1327","Orange","loved much","1",""
"1328","Orange","yummy","1",""
"1329","Orange","love orange n lime juice taste pure orange","1",""
"1330","Orange","great , sweet & juicy , loved","1",""
"1331","Orange","good quality","1",""
"1332","Orange","comment","0",""
"1333","Orange","quality ok sour","0",""
"1334","Orange","medium size","0",""
"1335","Orange","taste special","0",""
"1336","Orange","bad ok eat","0",""
"1337","Orange","wow","0",""
"1338","Orange","okay","0",""
"1339","Orange","average quality","0",""
"1340","Orange","look wise good","0",""
"1341","Orange","drawback","0",""
"1342","Orange","imported orange seems quality taken back seat","-1",""
"1343","Orange","got rotten soon","-1",""
"1344","Orange","nothing mosambi orange yellow peel","-1",""
"1345","Orange","value money","-1",""
"1346","Orange","orange fresh hard peel","-1",""
"1347","Orange","extremely disappointed","-1",""
"1348","Orange","better buy near store","-1",""
"1349","Orange","otherwise product good quality","-1",""
"1350","Orange","think even orange","-1",""
"1351","Orange","plz take action many time happen .","-1",""
"1352","Orange","generally bad old two rotten","-1",""
"1353","Orange","fresh actually orange n't bother buying .","-1",""
"1354","Orange","dry almost juice . waste money . fancy name !","-1",""
"1355","Orange","better order desi orange","-1",""
"1356","Orange","overripe sure .","0",""
"1357","Orange","comment","0",""
"1358","Orange","liked","0",""
"1359","Orange","fresh","0",""
"1360","Orange","expecting quality","0",""
"1361","Orange","enjoyed","1",""
"1362","Orange","fruit came box crushed","1",""
"1363","Orange","best citrus family","1",""
"1364","Orange","sent friend wv birthday gift","1",""
"1365","Orange","honestly , enjoy","1",""
"1366","Orange","addicted","1",""
"1367","Orange","order arrived ...","1",""
"1368","Orange","fast delivery","1",""
"1369","Orange","excellent service .","1",""
"1370","Orange","great condition","1",""
"1371","Orange","size compatible","1",""
"1372","Orange","ate one great .","1",""
"1373","Orange","blemish","1",""
"1374","Orange","placing 3rd order today","1",""
"1375","Orange","disappoint","1",""
"1376","Papaya","good quality","1",""
"1377","Papaya","soft","1",""
"1378","Papaya","size also good","1",""
"1379","Papaya","clean fresh","1",""
"1380","Papaya","better taste","1",""
"1381","Papaya","please keep .","1",""
"1382","Papaya","genuine rate","1",""
"1383","Papaya","papaya excellent quality","1",""
"1384","Papaya","allowed 2 day become full ripe .","1",""
